1542947517677; Adding MAC=0xb827eb204bc5L to registry for file '10mb'
1542947517699; File (0xb827eb204bc5L) for MAC=10mb add to register
1542947526839; Adding MAC=0xb827ebe78e48L to registry for file '10mb'
1542947526858; File (0xb827ebe78e48L) for MAC=10mb add to register
1542947549067; Adding MAC=0xb827eb571999L to registry for file '10mb'
1542947549089; File (0xb827eb571999L) for MAC=10mb add to register
1542947512565; Enter Strategy: Slave_to_slave_replica with 4 Replication and 0 nodes
1542947512565; Slave_to_slave_replica: Find and Shuffle nodes
1542947512571; Slave_to_slave_replica: nodes shuffled
1542947512571; Slave_to_slave_replica: Sending file (10mb) to 0xb827eb204bc5L
1542947549876; Slave_to_slave_replica: File (10mb) send to 0xb827eb204bc5L success
1542947549876; Finish Strategy: Slave_to_slave_replica with 4 Replication and 4 nodes
1542947619621; Slave_to_slave_replica Requesting file (10mb)
1542947635703; Slave_to_slave_replica file (10mb) Rechived
